"","Fecha","Entidad","id","Cortas","Largas","Total"
"1740",2021-07-01,"Guerrero",12,0,0,0
"1741",2021-07-01,"Hidalgo",13,0,0,0
"1742",2021-07-01,"Jalisco",14,0,0,0
"1743",2021-07-01,"México",15,0,0,0
"1744",2021-07-01,"Michoacán",16,0,0,0
"1745",2021-07-01,"Morelos",17,0,0,0
"1746",2021-07-01,"Nayarit",18,0,0,0
"1747",2021-07-01,"Nuevo León",19,0,0,0
"1748",2021-07-01,"Oaxaca",20,0,0,0
"1749",2021-07-01,"Puebla",21,0,0,0
"1750",2021-07-01,"Querétaro",22,0,0,0
"1751",2021-07-01,"Quintana Roo",23,0,0,0
"1752",2021-07-01,"San Luis Potosí",24,0,0,0
"1753",2021-07-01,"Sinaloa",25,0,0,0
"1754",2021-07-01,"Sonora",26,0,0,0
"1755",2021-07-01,"Tabasco",27,0,0,0
"1756",2021-07-01,"Tamaulipas",28,0,0,0
"1757",2021-07-01,"Tlaxcala",29,0,0,0
"1758",2021-07-01,"Veracruz",30,41,18,59
"1759",2021-07-01,"Yucatán",31,0,0,0
"1760",2021-07-01,"Zacatecas",32,0,0,0
"1761",2021-08-01,"Aguascalientes",1,0,0,0
"1762",2021-08-01,"Baja California",2,0,0,0
"1763",2021-08-01,"Baja California Sur",3,0,0,0
"1764",2021-08-01,"Campeche",4,0,0,0
"1765",2021-08-01,"Chiapas",5,0,0,0
"1766",2021-08-01,"Chihuahua",6,0,0,0
"1767",2021-08-01,"Ciudad de México",7,21,55,76
"1768",2021-08-01,"Coahuila",8,0,0,0
"1769",2021-08-01,"Colima",9,0,0,0
"1770",2021-08-01,"Durango",10,0,0,0
"1771",2021-08-01,"Guanajuato",11,0,0,0
"1772",2021-08-01,"Guerrero",12,0,0,0
"1773",2021-08-01,"Hidalgo",13,0,0,0
"1774",2021-08-01,"Jalisco",14,0,0,0
"1775",2021-08-01,"México",15,0,0,0
"1776",2021-08-01,"Michoacán",16,0,0,0
"1777",2021-08-01,"Morelos",17,0,0,0
"1778",2021-08-01,"Nayarit",18,0,0,0
"1779",2021-08-01,"Nuevo León",19,0,0,0
"1780",2021-08-01,"Oaxaca",20,0,0,0
"1781",2021-08-01,"Puebla",21,0,0,0
"1782",2021-08-01,"Querétaro",22,0,0,0
"1783",2021-08-01,"Quintana Roo",23,0,0,0
"1784",2021-08-01,"San Luis Potosí",24,0,0,0
"1785",2021-08-01,"Sinaloa",25,0,0,0
"1786",2021-08-01,"Sonora",26,0,0,0
"1787",2021-08-01,"Tabasco",27,0,0,0
"1788",2021-08-01,"Tamaulipas",28,0,0,0
"1789",2021-08-01,"Tlaxcala",29,0,0,0
"1790",2021-08-01,"Veracruz",30,0,0,0
"1791",2021-08-01,"Yucatán",31,0,0,0
"1792",2021-08-01,"Zacatecas",32,0,0,0
"1793",2021-09-01,"Aguascalientes",1,0,0,0
"1794",2021-09-01,"Baja California",2,9,10,19
"1795",2021-09-01,"Baja California Sur",3,0,0,0
"1796",2021-09-01,"Campeche",4,0,0,0
"1797",2021-09-01,"Chiapas",5,0,0,0
"1798",2021-09-01,"Chihuahua",6,24,6,30
"1799",2021-09-01,"Ciudad de México",7,84,17,101
"1800",2021-09-01,"Coahuila",8,0,0,0
"1801",2021-09-01,"Colima",9,0,0,0
"1802",2021-09-01,"Durango",10,0,0,0
"1803",2021-09-01,"Guanajuato",11,5,0,5
"1804",2021-09-01,"Guerrero",12,0,0,0
"1805",2021-09-01,"Hidalgo",13,0,0,0
"1806",2021-09-01,"Jalisco",14,0,0,0
"1807",2021-09-01,"México",15,0,0,0
"1808",2021-09-01,"Michoacán",16,0,0,0
"1809",2021-09-01,"Morelos",17,0,0,0
"1810",2021-09-01,"Nayarit",18,0,0,0
"1811",2021-09-01,"Nuevo León",19,0,0,0
"1812",2021-09-01,"Oaxaca",20,0,0,0
"1813",2021-09-01,"Puebla",21,0,0,0
"1814",2021-09-01,"Querétaro",22,0,0,0
"1815",2021-09-01,"Quintana Roo",23,0,0,0
"1816",2021-09-01,"San Luis Potosí",24,0,0,0
"1817",2021-09-01,"Sinaloa",25,0,0,0
"1818",2021-09-01,"Sonora",26,0,0,0
"1819",2021-09-01,"Tabasco",27,0,0,0
"1820",2021-09-01,"Tamaulipas",28,0,0,0
"1821",2021-09-01,"Tlaxcala",29,0,0,0
"1822",2021-09-01,"Veracruz",30,0,0,0
"1823",2021-09-01,"Yucatán",31,0,0,0
"1824",2021-09-01,"Zacatecas",32,0,0,0
"1825",2021-10-01,"Aguascalientes",1,0,0,0
"1826",2021-10-01,"Baja California",2,4,1,5
"1827",2021-10-01,"Baja California Sur",3,0,0,0
"1828",2021-10-01,"Campeche",4,0,0,0
"1829",2021-10-01,"Chiapas",5,0,0,0
"1830",2021-10-01,"Chihuahua",6,0,0,0
"1831",2021-10-01,"Ciudad de México",7,46,10,56
"1832",2021-10-01,"Coahuila",8,0,0,0
"1833",2021-10-01,"Colima",9,0,0,0
"1834",2021-10-01,"Durango",10,0,0,0
"1835",2021-10-01,"Guanajuato",11,0,0,0
"1836",2021-10-01,"Guerrero",12,0,0,0
"1837",2021-10-01,"Hidalgo",13,0,0,0
"1838",2021-10-01,"Jalisco",14,0,0,0
"1839",2021-10-01,"México",15,0,0,0
"1840",2021-10-01,"Michoacán",16,0,0,0
"1841",2021-10-01,"Morelos",17,0,0,0
"1842",2021-10-01,"Nayarit",18,0,0,0
"1843",2021-10-01,"Nuevo León",19,0,0,0
"1844",2021-10-01,"Oaxaca",20,0,0,0
"1845",2021-10-01,"Puebla",21,0,0,0
"1846",2021-10-01,"Querétaro",22,0,0,0
"1847",2021-10-01,"Quintana Roo",23,0,0,0
"1848",2021-10-01,"San Luis Potosí",24,0,0,0
"1849",2021-10-01,"Sinaloa",25,0,0,0
"1850",2021-10-01,"Sonora",26,0,0,0
"1851",2021-10-01,"Tabasco",27,0,0,0
"1852",2021-10-01,"Tamaulipas",28,0,0,0
"1853",2021-10-01,"Tlaxcala",29,0,0,0
"1854",2021-10-01,"Veracruz",30,0,0,0
"1855",2021-10-01,"Yucatán",31,0,0,0
"1856",2021-10-01,"Zacatecas",32,0,0,0
"1857",2021-11-01,"Aguascalientes",1,0,0,0
"1858",2021-11-01,"Baja California",2,2,1,3
"1859",2021-11-01,"Baja California Sur",3,0,0,0
"1860",2021-11-01,"Campeche",4,0,0,0
"1861",2021-11-01,"Chiapas",5,7,3,10
"1862",2021-11-01,"Chihuahua",6,45,20,65
"1863",2021-11-01,"Ciudad de México",7,48,11,59
"1864",2021-11-01,"Coahuila",8,0,0,0
"1865",2021-11-01,"Colima",9,0,0,0
"1866",2021-11-01,"Durango",10,0,0,0
"1867",2021-11-01,"Guanajuato",11,0,0,0
"1868",2021-11-01,"Guerrero",12,0,0,0
"1869",2021-11-01,"Hidalgo",13,0,0,0
"1870",2021-11-01,"Jalisco",14,0,0,0
"1871",2021-11-01,"México",15,0,0,0
"1872",2021-11-01,"Michoacán",16,0,0,0
"1873",2021-11-01,"Morelos",17,0,0,0
"1874",2021-11-01,"Nayarit",18,0,0,0
"1875",2021-11-01,"Nuevo León",19,0,0,0
"1876",2021-11-01,"Oaxaca",20,0,0,0
"1877",2021-11-01,"Puebla",21,0,0,0
"1878",2021-11-01,"Querétaro",22,0,0,0
"1879",2021-11-01,"Quintana Roo",23,0,0,0
"1880",2021-11-01,"San Luis Potosí",24,0,0,0
"1881",2021-11-01,"Sinaloa",25,0,0,0
"1882",2021-11-01,"Sonora",26,0,0,0
"1883",2021-11-01,"Tabasco",27,0,0,0
"1884",2021-11-01,"Tamaulipas",28,0,0,0
"1885",2021-11-01,"Tlaxcala",29,79,42,121
"1886",2021-11-01,"Veracruz",30,27,6,33
"1887",2021-11-01,"Yucatán",31,0,0,0
"1888",2021-11-01,"Zacatecas",32,0,0,0
